City,Place,Ratings,Distance,Place_desc
Andaman,11. Water Sports in Andamans,4.0,11 km  from city center,"Water Sports in Andaman have been a major attraction for adventure seekers and water babies. Although the demand for water sports is fulfilled at various locations in Andaman, Water Sports Complex, located in Port Blair is popular for the variety and safety they offer. Whether it is swimming, snorkelling, scuba diving, fishing or just a boat ride, there is something to suit everyone’s desire."
Andaman,12. Ross Island,4.4,13 km  from city center,"Located just 2 kilometres east of Port Blair is Ross Island (now known as Netaji Subhash Bose Island); an island which was once the administrative headquarters of the British, but today is only an uninhabited island. Following an earthquake that hit Ross Island in the year 1941, the British left the island and shifted their settlement to Port Blair."
Andaman,15. Corbyn's Cove,3.4,15 km  from city center,"Corbyn's Cove is the nearest beach to Port Blair. It is quite popular among tourists as well as locals. It has some water sports provision, but people often do not want to enter the waters because the surroundings are littered and the water is polluted with garbage. The facilities for water sports are also not as impressive as many other beaches in Andaman and Nicobar Islands. But if one wants to, they can go Jet Skiing or go on a short boat ride into the sea."
Andaman,16. Chidiya Tapu,3.0,26 km  from city center,"Known as the bird island, Chidiya Tapu is a picturesque little island in the Andamans, located around 25 kms from Port Blair. While birdwatching is the main allure of the location, there are some fun water activities here, like snorkelling, scuba diving, deep-sea walking, pearl hunting, and boating. The Sunset point of the island is considered one of the best sunset points in the Andamans."
Andaman,17. Mahatma Gandhi Marine National Park,3.5,18 km  from city center,"Located on the south-western coast of the Andaman Islands, Mahatma Gandhi Marine National Park or Wandur National Park is a marine life conservation area situated at a distance of 25 km from the capital city of Port Blair. The wildlife sanctuary consists of a group of 12 islands that are situated in a labyrinthine shape and are home to some of the most exquisite marine life in the world including corals and resting sea turtles among other species."
Andaman,20. Snorkeling in Andamans,3.6,49 km  from city center,"The unique position held by Andaman in the Indian Ocean guarantees a great avenue to experience snorkelling, with various centres offering short courses and providing the equipment required for snorkelling. You can experience snorkelling at North Bay Island, Jolly Buoy Island, Havelock Island, Red Skin Island, Wandoor, Long Island, Andaman Water Sports Complex, Neill Island, South Button, Henry Lawrence Beach, Rutland Island and Kalipur."
Andaman,23. City Shopping,3.3,12 km  from city center,"Since tourism is still in its early stages here, so there is not too much that you can buy from here and take as souvenirs for friends and family."
Andaman,24. Long Island,4.4,75 km  from city center,Long Island is completely deserted with very minimal infrastructure. This might be a good camping destination if you are looking for some adventure. But be sure to bring your own gear and food arrangement.
Andaman,28. Little Andaman,4.4,112 km  from city center,"Little Andaman Island , situated at the southern end of the archipelago and Duncan Passage  separates it from Rutland Island. Among all the Andaman Islands, Little Andaman island is the fourth largest . Moreover, it conducts  package tours for the visitors from  Port Blair to the Little Andaman Island."
Andaman,31. Barren Island,3.9,144 km  from city center,"Located about 135 kilometres to the northeast of Port Blair, Barren Island is situated at the intersection of the seismically active Indian and Burmese plates and is  1.8 million years old and is home to the only active volcano in the Indian subcontinent. As the name suggests, the island is largely uninhabited, thanks to the volcano eruptions that take place here at frequent intervals."
Andaman,32. Anthropological Museum,3.0,12 km  from city center,"The Anthropological Museum, situated in the heart of Port Blair, is an ethnographic museum detailing the lives and cultures of the various tribes that have lived here: Jarawas, the Onges, the Sentinelese, the Shompens, and the Nicobarese.  Inside the museum, one will come across various artefacts, tools, clothes, boats, leaf baskets, and weapons from different eras of the tribes of this region."
Andaman,34. Viper Island,3.6,10 km  from city center,"Years before Cellular Jail was constructed, Viper Island was used by the British to keep the freedom fighters in exile. You can still see the remains of the jail built in 1867 by the British. Located at a distance of 10 minutes ferry ride from Port Blair, the island got its name from the vessel in which Lt. Archibald Blair came to Andaman and Nicobar in 1789. Legend also has it that there were numerous viper snakes present on the island, which is how it got its name."
Andaman,36. Wandoor Beach,3.6,17 km  from city center,"A small village in the southern part of South Andaman, Wandoor is most recognized for the Mahatma Gandhi Marine National Park, which is among the regions with the richest marine biodiversity. Wandoor Beach is situated at the mesmerizing South Andaman Islands. Two islands named Alexandra Island and Red Skin Island are also close to the beach and if you are adventurous, then take a boat to the islands for a trip."
Andaman,42. Samudrika Naval Marine Museum,3.0,11 km  from city center,"Samudrika Naval Museum is located in the capital city of Port Blair and is the pride project of the Indian Navy. With comprehensive coverage of the marine life present in the deep waters surrounding the island chain's territories, this fascinating museum is an amazing source for details on the environment in the ocean, its ecosystem and its biodiversity. The museum also provides in-depth knowledge on the history and culture of the Andaman and Nicobar Islands."
Andaman,43. Chatham Saw Mill,3.4,9 km  from city center,Chatham Saw Mill is a 19th Century attraction in Port Blair which is renowned as the oldest and the largest sawmill in the continent. It is the only sawmill that provides timber for construction work on the island and is one of the few mills that export timber to industries and furniture units across the world. It is believed that the crimson wall panels at the Buckingham Palace in London have been made of the planks sourced from the mill.
Andaman,46. Rutland Island,3.7,34 km  from city center,"Rutland, lined with virgin beaches, is one of the lesser visited of all the islands located in the southern part of Great Andaman archipelago."
Andaman,48. Diglipur,3.0,173 km  from city center,"Diglipur, a large island located in the North Andaman area, is a tourist hotspot and an ecological paradise. The island houses rows of tropical forests, mangroves, and lovely beaches rich in exotic marine life."
Lakshadweep,1. Minicoy Island,4.4,208 km  from city center,"One of the 36 small islets of Lakshadweep group of Islands, Minicoy, also known as Maliku in the local language is one of the best-kept secrets of India. It is located amidst the vast expanse of Arabian Sea, just 398 km or 215 nautical miles from the shores of Cochin."
Lakshadweep,2. Agatti Islands,3.6,180 km  from city center,Agatti Islands is considered another jewel from the Lakshadweep group of islands in India. The island is situated on one of the coral isles of Lakshadweep islands and is few of the islands from the Lakshadweep group that is inhabited by people. One may explore the island on foot or rent a two-wheeler to commute.
Lakshadweep,3. Bangaram Island,4.3,176 km  from city center,"Bangaram Island is a beautiful tiny island in the Union Territory of Lakshadweep, India. The Bangaram Island encompasses an area of 1.234 km2 and is the largest island in the chain of islands in the region (also known as an atoll) with a beautiful lagoon. With a population of only 10 and just one beach resort, it is an apt destination for people who want to disconnect entirely from the fast-paced world."
Lakshadweep,4. Scuba Diving in Lakshadweep,4.0,211 km  from city center,"Scuba Diving in Lakshadweep is one of the most popular activities amongst travellers. Agatti, Bangaram and Kadmat islands are the three islands that prove a perfect setting for the Scuba. Each dive centre has attached resorts catering to the needs of beginners as well as those interested in CMAS and PADI courses by certified divers. The islands are also enriched with a diverse variety of tropical fishes, vibrant corals and other creatures like turtles, rays and coral sharks."
Lakshadweep,5. Kavaratti Islands,3.6,123 km  from city center,"One of the prime destinations for tourists, this island has amazing white coral-sand beaches, calm and soothing lagoons and immense greenery! Like all other islands in the vicinity, this too is a nature lover's paradise! The dancing coconut leaves, smell of the salty ocean and the sound of the waves are something that any tourist will never forget."
Lakshadweep,6. Kalpeni Island,3.6,1 km  from city center,"Also known as Koefaini, Kalpeni islands is a group of three islands and is one of the most picturesque areas of Lakshadweep. Cheriyam, Pitti and Tillakkam are the islands which together forms the Kalpeni islands."
